id,age_range,country
4349,25-34,PT
4350,45-54,IN
4351,25-34,KR
4352,25-34,KR
4353,35-44,ZA
4354,35-44,NL
4355,45-54,KR
4356,25-34,SE
4357,35-44,CO
4358,18-24,NG
4359,55-64,CO
4360,25-34,CO
4361,45-54,CO
4362,<18,AR
4363,18-24,ES
4364,25-34,NG
4365,55-64,CL
4366,35-44,KR
4367,55-64,CA
4368,25-34,BR
4369,25-34,TR
4370,18-24,GB
4371,45-54,AU
4372,25-34,NG
4373,55-64,BR
4374,55-64,NL
4375,65+,AU
4376,35-44,PT
4377,35-44,IN
4378,45-54,TR
4379,18-24,US
4380,35-44,ES
4381,<18,IT
4382,25-34,JP
4383,18-24,CN
4384,18-24,CA
4385,25-34,PT
4386,25-34,SE
4387,35-44,AU
4388,18-24,DE
4389,25-34,NG
4390,18-24,PT
4391,35-44,US
4392,35-44,PT
4393,35-44,RU
4394,45-54,AR
4395,25-34,RU
4396,45-54,SE
4397,25-34,JP
4398,25-34,CL
4399,35-44,KR
4400,<18,RU
4401,35-44,CN
4402,35-44,US
4403,25-34,IN
4404,18-24,KR
4405,18-24,RU
4406,55-64,FR
4407,35-44,NG
4408,18-24,EG
4409,25-34,AU
4410,35-44,ES
4411,45-54,AR
4412,<18,AU
4413,18-24,TR
4414,55-64,IN
4415,<18,BR
4416,18-24,ZA
4417,65+,NG
4418,35-44,ES
4419,25-34,CL
4420,18-24,CA
4421,<18,AR
4422,25-34,CN
4423,55-64,PT
4424,25-34,SE
4425,45-54,CN
4426,55-64,SE
4427,25-34,RU
4428,18-24,SE
4429,25-34,TR
4430,55-64,BR
4431,45-54,PT
4432,18-24,AU
4433,35-44,CA
4434,35-44,NL
4435,55-64,CN
4436,18-24,PT
4437,35-44,ZA
4438,55-64,GB
4439,25-34,CA
4440,25-34,CL
4441,18-24,CA
4442,25-34,SE
4443,25-34,NG
4444,65+,AR
4445,25-34,RU
4446,25-34,CL
4447,35-44,PT
4448,18-24,JP
4449,25-34,CL
4450,45-54,EG
4451,55-64,CL
4452,35-44,IN
4453,35-44,JP
4454,18-24,SE
4455,65+,TR
4456,18-24,ZA
4457,45-54,GB
4458,25-34,CO
4459,55-64,AU
4460,45-54,IN
4461,45-54,PT
4462,18-24,CN
4463,25-34,AR
4464,35-44,IN
4465,45-54,RU
4466,18-24,MX
4467,65+,CA
4468,55-64,TR
4469,25-34,NL
4470,45-54,NL
4471,25-34,SE
4472,25-34,RU
4473,25-34,SE
4474,35-44,JP
4475,45-54,CA
4476,25-34,AR
4477,35-44,MX
4478,35-44,IN
4479,45-54,ES
4480,<18,PT
4481,55-64,AU
4482,25-34,SE
4483,25-34,JP
4484,25-34,DE
4485,25-34,CN
4486,55-64,MX
4487,25-34,CA
4488,45-54,CA
4489,18-24,PT
4490,25-34,GB
4491,65+,EG
4492,45-54,CN
4493,18-24,CO
4494,25-34,GB
4495,18-24,IN
4496,25-34,DE
4497,45-54,EG
4498,45-54,CN
4499,18-24,JP
4500,55-64,ZA
4501,35-44,TR
4502,25-34,ES
4503,25-34,JP
4504,35-44,IT
4505,35-44,AR
4506,25-34,KR
4507,25-34,CA
4508,18-24,NG
4509,45-54,FR
4510,35-44,MX
4511,18-24,BR
4512,45-54,TR
4513,55-64,KR
4514,65+,DE
4515,25-34,FR
4516,18-24,IT
4517,25-34,ES
4518,18-24,NL
4519,55-64,TR
4520,18-24,AU
4521,25-34,CO
4522,25-34,PT
4523,25-34,CO
4524,45-54,CO
4525,25-34,NG
4526,18-24,RU
4527,25-34,GB
4528,25-34,US
4529,18-24,CA
4530,35-44,CA
4531,35-44,TR
4532,45-54,BR
4533,55-64,KR
4534,55-64,PT
4535,65+,ES
4536,25-34,RU
4537,18-24,CL
4538,25-34,US
4539,55-64,ZA
4540,65+,JP
4541,55-64,US
4542,18-24,AU
4543,65+,US
4544,25-34,AR
4545,<18,MX
4546,25-34,IN
4547,<18,DE
4548,35-44,RU
4549,25-34,IT
4550,25-34,AR
4551,35-44,CL
4552,55-64,FR
4553,35-44,ES
4554,25-34,BR
4555,45-54,EG
4556,55-64,IT
4557,18-24,CO
4558,35-44,SE
4559,25-34,TR
4560,<18,CO
4561,35-44,AU
4562,55-64,DE
4563,18-24,GB
4564,45-54,SE
4565,55-64,RU
4566,55-64,CO
4567,25-34,ES
4568,55-64,RU
4569,25-34,JP
4570,35-44,PT
4571,<18,FR
4572,<18,GB
4573,45-54,GB
4574,25-34,CL
4575,25-34,BR
4576,18-24,NL
4577,35-44,US
4578,<18,AR
4579,45-54,PT
4580,18-24,ZA
4581,18-24,CA
4582,25-34,CO
4583,25-34,CN
4584,25-34,AU
4585,25-34,CA
4586,65+,ES
4587,35-44,US
4588,<18,FR
4589,25-34,AU
4590,55-64,SE
4591,25-34,CL
4592,18-24,TR
4593,45-54,RU
4594,35-44,DE
4595,35-44,US
4596,<18,EG
4597,18-24,BR
4598,35-44,NL
4599,18-24,DE
4600,25-34,IN
4601,35-44,AU
4602,25-34,RU
4603,65+,AR
4604,55-64,BR
4605,45-54,GB
4606,18-24,CO
4607,18-24,SE
4608,25-34,JP
4609,18-24,CL
4610,65+,CA
4611,18-24,BR
4612,25-34,ZA
4613,25-34,KR
4614,35-44,MX
4615,18-24,AR
4616,25-34,SE
4617,25-34,US
4618,55-64,BR
4619,<18,KR
4620,55-64,BR
4621,45-54,ZA
4622,25-34,AU
4623,45-54,ZA
4624,<18,AU
4625,65+,KR
4626,35-44,CL
4627,25-34,KR
4628,25-34,CN
4629,18-24,NL
4630,65+,PT
4631,<18,NL
4632,35-44,CN
4633,25-34,CL
4634,65+,SE
4635,25-34,IT
4636,35-44,EG
4637,25-34,RU
4638,45-54,NL
4639,18-24,SE
4640,18-24,CN
4641,18-24,ES
4642,45-54,CA
4643,18-24,ES
4644,35-44,CN
4645,18-24,IN
4646,55-64,AR
4647,65+,GB
4648,25-34,FR
4649,25-34,IT
4650,18-24,AU
4651,<18,AU
4652,25-34,ZA
4653,35-44,SE
4654,35-44,DE
4655,65+,AU
4656,25-34,CN
4657,35-44,GB
4658,25-34,EG
4659,25-34,GB
4660,25-34,FR
4661,25-34,KR
4662,25-34,NG
4663,45-54,CL
4664,65+,MX
4665,25-34,CL
4666,<18,ZA
4667,25-34,ES
4668,35-44,NL
4669,18-24,CL
4670,45-54,DE
4671,65+,SE
4672,65+,TR
4673,18-24,FR
4674,55-64,ZA
4675,45-54,FR
4676,25-34,EG
4677,35-44,CO
4678,55-64,DE
4679,25-34,AR
4680,25-34,ES
4681,25-34,ZA
4682,35-44,AU
4683,18-24,US
4684,55-64,RU
4685,35-44,RU
4686,35-44,KR
4687,18-24,DE
4688,35-44,CA
4689,18-24,CN
4690,18-24,IN
4691,35-44,JP
4692,25-34,ZA
4693,35-44,IT
4694,18-24,SE
4695,25-34,CN
4696,18-24,ES
4697,65+,ZA
4698,35-44,EG
4699,35-44,AR
4700,25-34,SE
4701,18-24,GB
4702,65+,US
4703,25-34,FR
4704,25-34,US
4705,35-44,PT
4706,<18,IT
4707,45-54,JP
4708,35-44,MX
4709,25-34,CN
4710,18-24,CO
4711,18-24,CA
4712,55-64,FR
4713,35-44,RU
4714,25-34,DE
4715,18-24,AR
4716,35-44,US
4717,35-44,NL
4718,25-34,CL
4719,25-34,US
4720,18-24,GB
4721,35-44,TR
4722,65+,PT
4723,18-24,NL
4724,35-44,CN
4725,25-34,SE
4726,25-34,KR
4727,25-34,NG
4728,45-54,NG
4729,25-34,KR
4730,35-44,BR
4731,25-34,IN
4732,18-24,AU
4733,18-24,IT
4734,45-54,AU
4735,18-24,ZA
4736,35-44,NG
4737,25-34,CA
4738,25-34,TR
4739,25-34,IN
4740,25-34,CA
4741,18-24,CA
4742,25-34,FR
4743,35-44,NL
4744,35-44,IT
4745,25-34,MX
4746,25-34,PT
4747,18-24,SE
4748,18-24,CO
4749,<18,BR
4750,55-64,AU
4751,18-24,EG
4752,18-24,NL
4753,25-34,KR
4754,18-24,KR
4755,35-44,ZA
4756,18-24,MX
4757,18-24,ES
4758,35-44,ES
4759,25-34,IT
4760,45-54,KR
4761,35-44,CL
4762,25-34,GB
4763,35-44,NL
4764,18-24,NL
4765,35-44,CA
4766,25-34,NL
4767,25-34,GB
4768,35-44,ES
4769,55-64,SE
4770,65+,IN
4771,35-44,GB
4772,25-34,BR
4773,18-24,AR
4774,25-34,NL
4775,25-34,ES
4776,25-34,AU
4777,55-64,MX
4778,25-34,KR
4779,25-34,KR
4780,25-34,NL
4781,45-54,CN
4782,35-44,TR
4783,35-44,RU
4784,25-34,NL
4785,45-54,CA
4786,<18,EG
4787,55-64,ZA
4788,25-34,BR
4789,25-34,NL
4790,25-34,US
4791,35-44,KR
4792,<18,TR
4793,55-64,CN
4794,25-34,GB
4795,25-34,NL
4796,18-24,US
4797,25-34,ES
4798,25-34,ZA
4799,25-34,TR
4800,35-44,ZA
4801,25-34,MX
4802,65+,PT
4803,35-44,FR
4804,45-54,NG
4805,18-24,CA
4806,25-34,JP
4807,25-34,EG
4808,35-44,CO
4809,55-64,DE
4810,18-24,NL
4811,18-24,NL
4812,55-64,PT
4813,18-24,NG
4814,35-44,IN
4815,35-44,BR
4816,45-54,NG
4817,18-24,KR
4818,18-24,AU
4819,35-44,BR
4820,65+,MX
4821,25-34,AU
4822,25-34,ZA
4823,35-44,SE
4824,55-64,SE
4825,45-54,CO
4826,65+,MX
4827,<18,CA
4828,18-24,IT
4829,35-44,JP
4830,45-54,NG
4831,25-34,IN
4832,18-24,GB
4833,45-54,JP
4834,<18,CO
4835,25-34,PT
4836,25-34,DE
4837,35-44,AU
4838,45-54,BR
4839,25-34,CO
4840,35-44,PT
4841,35-44,RU
4842,35-44,AU
4843,35-44,SE
4844,25-34,CN
4845,18-24,JP
4846,18-24,FR
4847,18-24,TR
4848,25-34,CL
4849,55-64,CN
4850,45-54,BR
4851,45-54,CL
4852,25-34,CO
4853,25-34,AU
4854,25-34,DE
4855,18-24,JP
4856,18-24,PT
4857,35-44,JP
4858,65+,CO
4859,18-24,EG
4860,<18,CA
4861,45-54,NG
4862,25-34,GB
4863,45-54,JP
4864,45-54,NL
4865,65+,IN
4866,25-34,SE
4867,35-44,KR
4868,25-34,DE
4869,35-44,MX
4870,25-34,SE
4871,18-24,PT
4872,25-34,GB
4873,35-44,ZA
4874,45-54,CO
4875,45-54,CA
4876,35-44,GB
4877,18-24,DE
4878,45-54,SE
4879,25-34,DE
4880,55-64,MX
4881,55-64,ZA
4882,<18,KR
4883,45-54,RU
4884,<18,TR
4885,25-34,IN
4886,35-44,AU
4887,18-24,NL
4888,45-54,IN
4889,<18,KR
4890,18-24,NG
4891,35-44,TR
4892,45-54,ES
4893,55-64,IT
4894,45-54,CO
4895,35-44,MX
4896,25-34,AR
4897,<18,CO
4898,18-24,FR
4899,35-44,FR
4900,35-44,NG
4901,25-34,TR
4902,45-54,RU
4903,35-44,JP
4904,18-24,US
4905,18-24,SE
4906,45-54,NL
4907,45-54,RU
4908,55-64,CA
4909,18-24,GB
4910,65+,DE
4911,18-24,KR
4912,<18,IT
4913,65+,TR
4914,25-34,CO
4915,35-44,KR
4916,18-24,CN
4917,35-44,KR
4918,55-64,KR
4919,25-34,BR
4920,35-44,AU
4921,18-24,IT
4922,35-44,SE
4923,25-34,JP
4924,18-24,CA
4925,25-34,IT
4926,18-24,NL
4927,55-64,KR
4928,25-34,GB
4929,25-34,IN
4930,25-34,RU
4931,25-34,PT
4932,45-54,BR
4933,65+,SE
4934,25-34,NG
4935,55-64,SE
4936,35-44,GB
4937,18-24,PT
4938,35-44,BR
4939,25-34,ZA
4940,35-44,IN
4941,55-64,FR
4942,25-34,NG
4943,55-64,IN
4944,45-54,AU
4945,25-34,CA
4946,35-44,TR
4947,25-34,ES
4948,65+,MX
4949,35-44,BR
4950,<18,RU
4951,25-34,AR
4952,35-44,AR
4953,<18,KR
4954,<18,SE
4955,25-34,TR
4956,25-34,NL
4957,25-34,AR
4958,25-34,EG
4959,18-24,CN
4960,35-44,CL
4961,25-34,JP
4962,18-24,KR
4963,25-34,DE
4964,35-44,AR
4965,18-24,IN
4966,18-24,US
4967,18-24,TR
4968,45-54,CN
4969,45-54,TR
4970,45-54,KR
4971,45-54,US
4972,35-44,AU
4973,25-34,ZA
4974,35-44,KR
4975,<18,CO
4976,35-44,SE
4977,45-54,BR
4978,25-34,NL
4979,25-34,ES
4980,25-34,TR
4981,35-44,RU
4982,35-44,FR
4983,55-64,AR
4984,25-34,DE
4985,45-54,TR
4986,35-44,NL
4987,55-64,DE
4988,35-44,FR
4989,25-34,IT
4990,35-44,ES
4991,45-54,CL
4992,65+,DE
4993,18-24,CL
4994,<18,DE
4995,55-64,AU
4996,35-44,NG
4997,35-44,US
4998,25-34,EG
4999,18-24,PT
5000,45-54,IT
5001,45-54,FR
5002,25-34,GB
5003,25-34,JP
5004,45-54,IN
5005,18-24,RU
5006,55-64,CL
5007,25-34,JP
5008,35-44,ZA
5009,55-64,NG
5010,35-44,CO
5011,25-34,EG
5012,35-44,CL
5013,25-34,AR
5014,25-34,NL
5015,65+,RU
5016,45-54,CA
5017,35-44,GB
5018,25-34,MX
5019,<18,AU
5020,<18,US
5021,35-44,IN
5022,45-54,CL
5023,35-44,CO
5024,55-64,US
5025,<18,BR
5026,25-34,BR
5027,18-24,IT
5028,25-34,CA
5029,18-24,NL
5030,65+,DE
5031,18-24,BR
5032,55-64,ZA
5033,25-34,FR
5034,65+,CA
5035,35-44,NL
5036,55-64,CL
5037,<18,AR
5038,45-54,ZA
5039,55-64,CA
5040,18-24,AU
5041,18-24,ZA
5042,25-34,AU
5043,55-64,AR
5044,35-44,CO
5045,35-44,PT
5046,18-24,KR
5047,<18,IN
5048,45-54,NG
5049,18-24,DE
5050,35-44,ES
5051,55-64,AR
5052,18-24,CN
5053,35-44,IT
5054,18-24,FR
5055,35-44,AU
5056,18-24,ES
5057,45-54,CO
5058,25-34,ES
5059,25-34,CO
5060,35-44,AR
5061,18-24,TR
5062,45-54,AR
5063,25-34,PT
5064,35-44,AU
5065,18-24,KR
5066,35-44,NG
5067,18-24,PT
5068,25-34,CA
5069,25-34,CL
5070,45-54,NG
5071,25-34,IN
5072,55-64,ZA
5073,55-64,IN
5074,18-24,IT
5075,35-44,US
5076,18-24,NG
5077,25-34,CO
5078,45-54,IN
5079,35-44,CL
5080,35-44,BR
5081,25-34,CO
5082,25-34,US
5083,18-24,FR
5084,45-54,IT
5085,25-34,ZA
5086,45-54,CO
5087,25-34,NL
5088,25-34,CO
5089,25-34,JP
5090,<18,FR
5091,25-34,FR
5092,45-54,EG
5093,55-64,NL
5094,25-34,BR
5095,25-34,CN
5096,<18,NL
5097,55-64,CA
5098,<18,AU
5099,65+,CN
5100,25-34,DE
5101,25-34,PT
5102,55-64,CN
5103,<18,NG
5104,35-44,IN
5105,35-44,KR
5106,18-24,CN
5107,25-34,IT
5108,35-44,US
5109,45-54,US
5110,<18,CN
5111,55-64,DE
5112,18-24,RU
5113,18-24,NG
5114,25-34,EG
5115,<18,NG
5116,18-24,DE
5117,65+,SE
5118,25-34,ES
5119,18-24,GB
5120,18-24,ES
5121,45-54,CL
5122,55-64,RU
5123,25-34,IT
5124,<18,NL
5125,18-24,DE
5126,<18,US
5127,18-24,ES
5128,25-34,NL
5129,18-24,FR
5130,25-34,CL
5131,25-34,ZA
5132,65+,DE
5133,55-64,NL
5134,35-44,ES
5135,25-34,CL
5136,25-34,FR
5137,25-34,CL
5138,45-54,SE
5139,25-34,AU
5140,55-64,GB
5141,65+,RU
5142,25-34,SE
5143,35-44,CL
5144,18-24,AR
5145,18-24,DE
5146,25-34,AU
5147,18-24,GB
5148,55-64,IN
5149,18-24,CA
5150,25-34,US
5151,35-44,CN
5152,35-44,CA
5153,25-34,EG
5154,55-64,NG
5155,35-44,SE
5156,25-34,CA
5157,18-24,BR
5158,25-34,ZA
5159,45-54,KR
5160,35-44,GB
5161,45-54,KR
5162,25-34,EG
5163,18-24,CL
5164,<18,GB
5165,25-34,AU
5166,35-44,TR
5167,45-54,CN
5168,25-34,ES
5169,25-34,ES
5170,25-34,CN
5171,25-34,ES
5172,18-24,ES
5173,18-24,TR
5174,18-24,CL
5175,<18,CO
5176,18-24,EG
5177,<18,IT
5178,35-44,CL
5179,25-34,JP
5180,65+,AR
5181,18-24,EG
5182,25-34,US
5183,25-34,SE
5184,<18,GB
5185,45-54,CN
5186,<18,TR
5187,65+,PT
5188,55-64,BR
5189,35-44,DE
5190,35-44,CN
5191,35-44,SE
5192,25-34,CL
5193,35-44,JP
5194,<18,BR
5195,<18,AU
5196,25-34,BR
5197,35-44,EG
5198,55-64,AR
5199,18-24,FR
5200,45-54,AR
5201,18-24,RU
5202,25-34,US
5203,25-34,BR
5204,25-34,KR
5205,18-24,TR
5206,25-34,BR
5207,45-54,KR
5208,25-34,NG
5209,25-34,KR
5210,55-64,ES
5211,45-54,CL
5212,25-34,AR
5213,25-34,RU
5214,55-64,AU
5215,35-44,FR
5216,18-24,PT
5217,25-34,ES
5218,45-54,FR
5219,<18,NG
5220,65+,TR
5221,18-24,ES
5222,45-54,TR
5223,25-34,IN
5224,25-34,ES
5225,55-64,IN
5226,25-34,FR
5227,35-44,RU
5228,<18,IN
5229,<18,IN
5230,25-34,CL
5231,35-44,TR
5232,18-24,IT
5233,18-24,TR
5234,25-34,EG
5235,35-44,ES
5236,45-54,CO
5237,18-24,KR
5238,18-24,GB
5239,65+,CA
5240,25-34,JP
5241,55-64,EG
5242,55-64,CN
5243,45-54,AU
5244,18-24,AU
5245,45-54,RU
5246,45-54,GB
5247,35-44,US
5248,25-34,GB
5249,25-34,SE
5250,18-24,FR
5251,25-34,IT
5252,35-44,GB
5253,25-34,DE
5254,25-34,IN
5255,25-34,GB
5256,35-44,RU
5257,55-64,DE
5258,18-24,BR
5259,25-34,CO
5260,18-24,FR
5261,35-44,EG
5262,45-54,BR
5263,55-64,JP
5264,25-34,MX
5265,65+,TR
5266,18-24,AU
5267,35-44,NG
5268,<18,US
5269,55-64,ZA
5270,35-44,CO
5271,35-44,SE
5272,45-54,RU
5273,18-24,TR
5274,<18,CO
5275,55-64,US
5276,25-34,SE
5277,18-24,CA
5278,25-34,IN
5279,35-44,CO
5280,<18,CL
5281,25-34,CL
5282,<18,ES
5283,25-34,IT
5284,55-64,BR
5285,65+,PT
5286,35-44,NL
5287,18-24,ES
5288,55-64,SE
5289,25-34,GB
5290,18-24,CN
5291,55-64,CN
5292,45-54,TR
5293,45-54,RU
5294,45-54,ES
5295,18-24,MX
5296,18-24,GB
5297,35-44,KR
5298,18-24,FR
5299,25-34,NL
5300,45-54,TR
5301,45-54,BR
5302,25-34,JP
5303,45-54,KR
5304,45-54,IT
5305,35-44,KR
5306,18-24,NL
5307,25-34,DE
5308,25-34,KR
5309,18-24,IN
5310,25-34,BR
5311,18-24,KR
5312,25-34,DE
5313,55-64,IT
5314,18-24,CN
5315,45-54,ES
5316,35-44,CN
5317,18-24,IT
5318,55-64,BR
5319,35-44,ZA
5320,25-34,CA
5321,45-54,DE
5322,25-34,CO
5323,35-44,FR
5324,<18,SE
5325,45-54,IT
5326,25-34,PT
5327,35-44,JP
5328,18-24,ZA
5329,35-44,MX
5330,45-54,NG
5331,25-34,RU
5332,35-44,DE
5333,25-34,CN
5334,55-64,CO
5335,25-34,ES
5336,55-64,SE
5337,45-54,KR
5338,25-34,CN
5339,18-24,US
5340,25-34,PT
5341,45-54,US
5342,18-24,US
5343,35-44,ZA
5344,45-54,EG
5345,25-34,SE
5346,35-44,AU
5347,25-34,CN
5348,18-24,AR
5349,45-54,IN
5350,18-24,US
5351,25-34,PT
5352,55-64,AU
5353,25-34,AU
5354,65+,CN
5355,65+,CA
5356,25-34,SE
5357,<18,BR
5358,45-54,GB
5359,25-34,BR
5360,18-24,ES
5361,45-54,RU
5362,<18,AR
5363,55-64,TR
5364,18-24,ZA
5365,18-24,JP
5366,18-24,ZA
5367,65+,AR
5368,35-44,CN
5369,45-54,KR
5370,25-34,BR
5371,25-34,MX
5372,18-24,AR
5373,25-34,FR
5374,35-44,NL
5375,35-44,ES
5376,25-34,SE
5377,65+,MX
5378,18-24,EG
5379,65+,AU
5380,<18,DE
5381,25-34,CA
5382,25-34,AR
5383,25-34,AU
5384,35-44,CO
5385,25-34,FR
5386,25-34,US
5387,45-54,FR
5388,35-44,KR
5389,45-54,FR
5390,25-34,FR
5391,35-44,CN
5392,35-44,ES
5393,25-34,EG
5394,25-34,CN
5395,25-34,AU
5396,18-24,JP
5397,18-24,NL
5398,18-24,TR
5399,35-44,MX
5400,35-44,ZA
5401,65+,SE
5402,45-54,CL
5403,<18,NG
5404,55-64,GB
5405,55-64,KR
5406,25-34,IT
5407,35-44,AR
5408,65+,JP
5409,35-44,PT
5410,55-64,RU
5411,18-24,IN
5412,18-24,US
5413,25-34,EG
5414,35-44,PT
5415,45-54,CO
5416,65+,AU
5417,25-34,ZA
5418,<18,PT
5419,45-54,ZA
5420,35-44,DE
5421,18-24,AU
5422,25-34,RU
5423,45-54,GB
5424,45-54,DE
5425,25-34,KR
5426,25-34,NL
5427,65+,DE
5428,35-44,SE
5429,25-34,NG
5430,25-34,NG
5431,45-54,CL
5432,25-34,EG
5433,18-24,IN
5434,35-44,RU
5435,25-34,SE
5436,35-44,KR
5437,18-24,SE
5438,35-44,IN
5439,25-34,ES
5440,<18,GB
5441,18-24,NG
5442,55-64,NL
5443,55-64,DE
5444,18-24,PT
5445,45-54,NG
5446,35-44,CA
5447,65+,TR
5448,25-34,US
5449,35-44,CL
5450,18-24,BR
5451,25-34,RU
5452,65+,AU
5453,35-44,RU
5454,25-34,ZA
5455,18-24,IN
5456,45-54,NL
5457,35-44,CL
5458,25-34,CO
5459,65+,MX
5460,<18,AU
5461,25-34,IT
5462,55-64,AU
5463,25-34,NL
5464,25-34,US
5465,35-44,CO
5466,45-54,GB
5467,18-24,CL
5468,65+,BR
5469,45-54,IN
5470,18-24,EG
5471,45-54,GB
5472,25-34,JP
5473,25-34,PT
5474,45-54,ES
5475,65+,CA
5476,18-24,SE
5477,25-34,MX
5478,25-34,TR
5479,25-34,BR
5480,25-34,CA
5481,<18,CN
5482,35-44,ZA
5483,25-34,TR
5484,18-24,CN
5485,45-54,FR
5486,45-54,CN
5487,25-34,AR
5488,25-34,DE
5489,35-44,JP
5490,25-34,MX
5491,18-24,ZA
5492,45-54,FR
5493,<18,ES
5494,18-24,CL
5495,<18,RU
5496,18-24,AU
5497,18-24,NL
5498,65+,SE
5499,25-34,CO
5500,18-24,DE
5501,25-34,NG
5502,55-64,RU
5503,35-44,AR
5504,25-34,JP
5505,55-64,AU
5506,25-34,MX
5507,25-34,CA
5508,18-24,MX
5509,25-34,BR
5510,25-34,CL
5511,35-44,TR
5512,25-34,PT
5513,35-44,EG
5514,18-24,EG
5515,18-24,PT
5516,25-34,US
5517,55-64,ES
5518,25-34,CL
5519,35-44,CA
5520,25-34,ES
5521,18-24,JP
5522,<18,RU
5523,25-34,KR
5524,18-24,DE
5525,18-24,IN
5526,45-54,CA
5527,<18,AR
5528,35-44,TR
5529,25-34,ZA
5530,25-34,NG
5531,35-44,AR
5532,25-34,TR
5533,25-34,ES
5534,45-54,AR
5535,55-64,CA
5536,18-24,NG
5537,18-24,FR
5538,55-64,EG
5539,25-34,GB
5540,35-44,BR
5541,25-34,PT
5542,18-24,AU
5543,35-44,JP
5544,35-44,CA
5545,18-24,AU
5546,25-34,MX
5547,45-54,CA
5548,35-44,CO
5549,18-24,FR
5550,35-44,CA
5551,45-54,DE
5552,45-54,BR
5553,35-44,ZA
5554,18-24,US
5555,45-54,EG
5556,35-44,US
5557,<18,AR
5558,25-34,MX
5559,25-34,US
5560,35-44,CO
5561,18-24,MX
5562,35-44,IT
5563,55-64,BR
5564,45-54,JP
5565,55-64,PT
5566,65+,TR
5567,<18,NG
5568,35-44,SE
5569,25-34,JP
5570,55-64,PT
5571,25-34,AU
5572,65+,ZA
5573,35-44,GB
5574,45-54,NG
5575,18-24,CO
5576,18-24,CA
5577,45-54,CA
5578,<18,EG
5579,45-54,SE
5580,<18,ES
5581,35-44,PT
5582,25-34,MX
5583,35-44,PT
5584,35-44,AR
5585,25-34,AU
5586,18-24,RU
5587,18-24,DE
5588,35-44,KR
5589,35-44,NG
5590,45-54,ES
5591,25-34,CA
5592,25-34,RU
5593,25-34,FR
5594,<18,EG
5595,25-34,NL
5596,65+,ES
5597,55-64,IN
5598,25-34,IN
5599,35-44,SE
5600,55-64,NL
5601,25-34,TR
5602,<18,CL
5603,18-24,IN
5604,25-34,CO
5605,65+,BR
5606,35-44,ZA
5607,18-24,GB
5608,18-24,BR
5609,45-54,BR
5610,55-64,TR
5611,35-44,IT
5612,35-44,DE
5613,<18,IN
5614,45-54,ES
5615,45-54,IT
5616,25-34,NG
5617,45-54,ES
5618,18-24,CA
5619,<18,NG
5620,18-24,DE
5621,18-24,FR
5622,25-34,ZA
5623,25-34,AU
5624,25-34,CN
5625,25-34,JP
5626,25-34,SE
5627,<18,US
5628,35-44,FR
5629,25-34,FR
5630,25-34,PT
5631,55-64,TR
5632,45-54,TR
5633,55-64,TR
5634,25-34,NG
5635,18-24,JP
5636,35-44,IN
5637,18-24,ZA
5638,25-34,CL
5639,18-24,TR
5640,45-54,EG
5641,18-24,AU
5642,55-64,IN
5643,55-64,FR
5644,25-34,CN
5645,45-54,IN
5646,35-44,DE
5647,45-54,TR
5648,25-34,IT
5649,45-54,SE
5650,25-34,FR
5651,65+,PT
5652,25-34,PT
5653,25-34,MX
5654,45-54,CA
5655,45-54,ZA
5656,35-44,ZA
5657,18-24,CA
5658,25-34,RU
5659,65+,NG
5660,45-54,IN
5661,45-54,KR
5662,<18,IT
5663,25-34,TR
5664,35-44,GB
5665,45-54,EG
5666,<18,ZA
5667,55-64,PT
5668,35-44,FR
5669,18-24,ES
5670,25-34,BR
5671,25-34,NL
5672,35-44,SE
5673,<18,ZA
5674,18-24,CL
5675,45-54,ES
5676,18-24,ES
5677,18-24,BR
5678,25-34,NL
5679,25-34,FR
5680,45-54,MX
5681,25-34,MX
5682,45-54,NL
5683,35-44,CO
5684,18-24,CL
5685,18-24,PT
5686,25-34,JP
5687,25-34,AR
5688,45-54,GB
5689,35-44,EG
5690,25-34,RU
5691,18-24,FR
5692,18-24,ES
5693,35-44,BR
5694,25-34,PT
5695,25-34,FR
5696,18-24,TR
5697,35-44,IN
5698,55-64,BR
5699,25-34,MX
5700,25-34,DE
5701,65+,MX
5702,25-34,CA
5703,35-44,ES
5704,18-24,NL
5705,35-44,BR
5706,18-24,JP
5707,65+,FR
5708,45-54,AR
5709,45-54,CL
5710,45-54,IN
5711,35-44,DE
5712,25-34,AU
5713,55-64,US
5714,65+,MX
5715,25-34,KR
5716,55-64,MX
5717,35-44,CA
5718,35-44,BR
5719,25-34,IT
5720,18-24,ZA
5721,<18,CN
5722,25-34,NG
5723,25-34,IT
5724,25-34,RU
5725,25-34,CA
5726,65+,AR
5727,25-34,GB
5728,25-34,RU
5729,18-24,TR
5730,<18,KR
5731,45-54,IT
5732,35-44,RU
5733,45-54,FR
5734,18-24,SE
5735,35-44,RU
5736,25-34,IT
5737,18-24,ZA
5738,<18,IN
5739,18-24,KR
5740,25-34,EG
5741,18-24,NL
5742,65+,EG
5743,25-34,ZA
5744,18-24,SE
5745,18-24,CN
5746,35-44,ZA
5747,18-24,DE
5748,55-64,US
5749,65+,DE
5750,25-34,DE
5751,25-34,CA
5752,<18,PT
5753,35-44,BR
5754,25-34,RU
5755,25-34,ES
5756,18-24,RU
5757,35-44,MX
5758,25-34,DE
5759,18-24,CO
5760,35-44,EG
5761,35-44,TR
5762,55-64,CA
5763,18-24,BR
